TaxonomyID	TaxonomyName	TaxonomyRank	G3825-1.BBH.direct.counts	G3825-1.BBH.direct.percentage	G3825-1.BBH.cumulative.counts	G3825-1.BBH.cumulative.percentage	G3825-1.LCA.direct.counts	G3825-1.LCA.direct.percentage	G3825-1.LCA.cumulative.counts	G3825-1.LCA.cumulative.percentage
77021	Cylindrospermopsis	genus	0	0	1	3.96E-05	0	0	0	0
129633	environmental samples	no rank	0	0	32	0.001267175	0	0	2	7.92E-05
168399	Bacillus sp. KPU 0013	species	1	3.96E-05	1	3.96E-05	0	0	0	0
335973	Arthrobacter subterraneus	species	2	7.92E-05	2	7.92E-05	0	0	0	0
358111	Streptococcus sp. oral clone ASCC12	species	1	3.96E-05	1	3.96E-05	0	0	0	0
595751	Enterococcus sp. C431	species	1	3.96E-05	1	3.96E-05	0	0	0	0
46680	Pseudomonas nitroreducens	species	1	3.96E-05	1	3.96E-05	0	0	0	0
261013	uncultured Nitrosovibrio sp.	species	2	7.92E-05	2	7.92E-05	0	0	0	0
339166	environmental samples	no rank	0	0	109	0.004316314	0	0	0	0
127770	uncultured CFB group bacterium kpj167rc	species	1	3.96E-05	1	3.96E-05	0	0	0	0
402788	Oscillatoriaceae cyanobacterium CCMEE 315	species	1	3.96E-05	1	3.96E-05	0	0	0	0
333969	uncultured Spartobacteria bacterium	species	1	3.96E-05	1	3.96E-05	0	0	0	0
712581	Selenomonas sp. oral taxon F86	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1116511	Brevibacterium sp. X26-CRBM-E14	species	1	3.96E-05	1	3.96E-05	0	0	0	0
212743	Rhizobacter	genus	0	0	4	1.58E-04	0	0	0	0
549003	Natribacillus halophilus	species	1	3.96E-05	1	3.96E-05	0	0	0	0
210934	uncultured Legionella sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
459273	environmental samples	no rank	0	0	1	3.96E-05	0	0	0	0
211429	uncultured Rubrobacteridae bacterium	species	20	7.92E-04	20	7.92E-04	0	0	0	0
503006	unclassified Pseudomonadales	no rank	0	0	2	7.92E-05	0	0	0	0
541866	unclassified Pasteuriaceae	no rank	0	0	2	7.92E-05	0	0	0	0
471	Acinetobacter calcoaceticus	species	3	1.19E-04	3	1.19E-04	0	0	0	0
321638	environmental samples	no rank	0	0	4	1.58E-04	0	0	0	0
759359	Pseudomonas sp. SAR8	species	2	7.92E-05	2	7.92E-05	0	0	0	0
582478	uncultured Marinilactibacillus sp.	species	7	2.77E-04	7	2.77E-04	0	0	0	0
162985	Hapalosiphon	genus	0	0	2	7.92E-05	0	0	0	0
315242	cyanobiont of Histioneis sp.	species	3	1.19E-04	3	1.19E-04	0	0	0	0
1167047	Pseudomonas sp. SF-3-08	species	5	1.98E-04	5	1.98E-04	0	0	0	0
136841	Pseudomonas aeruginosa group	species group	0	0	93	0.003682726	0	0	0	0
1034	Afipia clevelandensis	species	0	0	0	0	0	0	1	3.96E-05
469	Acinetobacter	genus	0	0	65	0.002573949	19	7.52E-04	25	9.90E-04
68909	Deinococcus geothermalis	species	2	7.92E-05	2	7.92E-05	0	0	0	0
1147916	cyanobacterium enrichment culture clone 4_4_4.3.1_F08-T7	species	2	7.92E-05	2	7.92E-05	0	0	0	0
342037	Micrococcus sp. Fun-109	species	1	3.96E-05	1	3.96E-05	0	0	0	0
83547	Streptococcus sp. KN3	species	2	7.92E-05	2	7.92E-05	0	0	0	0
662317	Methylobacterium sp. ED325	species	2	7.92E-05	2	7.92E-05	0	0	0	0
166587	uncultured Chloroflexi bacterium	species	265	0.01049379	265	0.01049379	25	9.90E-04	25	9.90E-04
937218	Rhizobiales bacterium 8047	species	4	1.58E-04	4	1.58E-04	0	0	0	0
40324	Stenotrophomonas maltophilia	species	2	7.92E-05	2	7.92E-05	0	0	0	0
574027	uncultured Candidatus Liberibacter sp.	species	15	5.94E-04	15	5.94E-04	4	1.58E-04	4	1.58E-04
156454	Anaeroglobus	genus	0	0	4	1.58E-04	0	0	0	0
197512	uncultured Actinobacteridae bacterium	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1177703	Caulobacter sp. enrichment culture clone Y003	species	1	3.96E-05	1	3.96E-05	0	0	0	0
491148	uncultured Sorangium sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
2013	Nocardiopsis	genus	0	0	2	7.92E-05	0	0	0	0
225058	Acidithiobacillaceae	family	0	0	5	1.98E-04	0	0	1	3.96E-05
412383	Bacillus isronensis	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1155900	Nocardioides sp. TWS-61	species	1	3.96E-05	1	3.96E-05	0	0	0	0
517603	environmental samples	no rank	0	0	12	4.75E-04	0	0	0	0
532983	Sphingomonadaceae bacterium ACEMC 3F-9	species	2	7.92E-05	2	7.92E-05	0	0	0	0
259307	uncultured Ornithinimicrobium sp.	species	8	3.17E-04	8	3.17E-04	0	0	0	0
Not assigned via GI			0	0	0	0	0	0	0	0
747606	Acinetobacter sp. 21(2010)	species	1	3.96E-05	1	3.96E-05	0	0	0	0
157	Treponema	genus	0	0	10	3.96E-04	1	3.96E-05	1	3.96E-05
1203424	Mycobacterium sp. lzs81	species	1	3.96E-05	1	3.96E-05	0	0	0	0
39956	Methylobacterium mesophilicum	species	1	3.96E-05	1	3.96E-05	0	0	0	0
412392	uncultured Microvirga sp.	species	8	3.17E-04	8	3.17E-04	0	0	0	0
1179382	Pseudomonas sp. AMF3574	species	2	7.92E-05	2	7.92E-05	0	0	0	0
742459	Capnocytophaga sp. MG12	species	2	7.92E-05	2	7.92E-05	0	0	0	0
1166282	Rhizobium sp. R3-211	species	1	3.96E-05	1	3.96E-05	0	0	0	0
450513	Phormidiaceae cyanobacterium CPER-KK1	species	1	3.96E-05	1	3.96E-05	0	0	0	0
2146	Acholeplasmataceae	family	0	0	9	3.56E-04	0	0	0	0
405770	Kocuria halotolerans	species	1	3.96E-05	1	3.96E-05	0	0	0	0
493	Neisseria canis	species	3	1.19E-04	3	1.19E-04	0	0	0	0
363180	uncultured Methylococcales bacterium	species	1	3.96E-05	1	3.96E-05	0	0	0	0
262077	Marinobacter daepoensis	species	1	3.96E-05	1	3.96E-05	0	0	0	0
85026	Gordoniaceae	family	0	0	39	0.001544369	0	0	19	7.52E-04
113062	Lactobacillus sp. JN4	species	48	0.001900762	48	0.001900762	0	0	0	0
43997	Catonella morbi	species	5	1.98E-04	5	1.98E-04	0	0	0	0
152594	uncultured Chloroflexaceae bacterium	species	2	7.92E-05	2	7.92E-05	0	0	0	0
1224240	Pseudomonas sp. enrichment culture clone DTT.001.L	species	1	3.96E-05	1	3.96E-05	0	0	0	0
505710	Staphylococcus sp. SENDO2	species	4	1.58E-04	4	1.58E-04	0	0	0	0
67798	environmental samples	no rank	0	0	7	2.77E-04	0	0	0	0
242935	Bacteriovorax sp. PNEc1	species	2	7.92E-05	2	7.92E-05	0	0	0	0
102234	Cyanobacterium	genus	0	0	32	0.001267175	0	0	0	0
116532	unclassified Nocardioidaceae	no rank	0	0	2	7.92E-05	0	0	0	0
89267	environmental samples	no rank	0	0	3	1.19E-04	0	0	0	0
1206843	Promicromonospora sp. OAct 33	species	7	2.77E-04	7	2.77E-04	0	0	0	0
376514	environmental samples	no rank	0	0	1	3.96E-05	0	0	0	0
815	Bacteroidaceae	family	0	0	2	7.92E-05	0	0	0	0
165191	environmental samples	no rank	0	0	2	7.92E-05	0	0	0	0
659664	Roseomonas sp. sjc02.ost.edme	species	96	0.003801524	96	0.003801524	0	0	0	0
213423	Pelobacteraceae	family	0	0	3	1.19E-04	0	0	0	0
29449	Rhizobium etli	species	1	3.96E-05	1	3.96E-05	0	0	0	0
412043	uncultured Cystobacter sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
491149	environmental samples	no rank	0	0	2	7.92E-05	0	0	0	0
263369	Bacteriovoracaceae	family	0	0	2	7.92E-05	0	0	0	0
590841	Rhodococcus sp. YIM 100117	species	1	3.96E-05	1	3.96E-05	0	0	0	0
292625	Anaerolineae	class	0	0	3	1.19E-04	0	0	0	0
119534	Tolypothrix distorta	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1151638	Clostridiales bacterium canine oral taxon 261	species	1	3.96E-05	1	3.96E-05	0	0	0	0
375467	uncultured Rubrivivax sp.	species	4	1.58E-04	4	1.58E-04	0	0	0	0
188708	Thermotogae	class	0	0	10	3.96E-04	0	0	0	0
721818	Pseudomonas sp. DSP-R33	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1751	Propionibacterium thoenii	species	2	7.92E-05	2	7.92E-05	0	0	0	0
269212	uncultured Microcystis sp.	species	2	7.92E-05	2	7.92E-05	0	0	0	0
53458	Janibacter limosus	species	5	1.98E-04	5	1.98E-04	0	0	0	0
255205	Pseudoclavibacter helvolus	species	2	7.92E-05	2	7.92E-05	0	0	0	0
382241	Tetrasphaera sp. PDD-3b-18	species	1	3.96E-05	1	3.96E-05	0	0	0	0
505	Kingella oralis	species	5	1.98E-04	5	1.98E-04	0	0	0	0
199682	environmental samples	no rank	0	0	10	3.96E-04	0	0	0	0
613	Serratia	genus	0	0	2	7.92E-05	0	0	0	0
1115970	Pseudomonas sp. JG-4-5	species	0	0	0	0	1	3.96E-05	1	3.96E-05
329708	uncultured Micrococcaceae bacterium	species	5	1.98E-04	5	1.98E-04	0	0	0	0
649777	Synergistaceae	family	0	0	1	3.96E-05	0	0	0	0
995085	Stenotrophomonas maltophilia group	no rank	0	0	2	7.92E-05	0	0	0	0
943835	Rhodopseudomonas sp. R-45974	species	1	3.96E-05	1	3.96E-05	0	0	0	0
68	Lysobacter	genus	0	0	1	3.96E-05	0	0	0	0
36862	Ideonella	genus	0	0	11	4.36E-04	0	0	0	0
1106	Chloroflexaceae	family	0	0	16	6.34E-04	0	0	0	0
218053	environmental samples	no rank	0	0	3	1.19E-04	0	0	0	0
539002	Bacillales incertae sedis	no rank	0	0	36	0.001425572	0	0	8	3.17E-04
437475	uncultured Frankineae bacterium	species	18	7.13E-04	18	7.13E-04	8	3.17E-04	8	3.17E-04
744995	OMG group	no rank	0	0	1	3.96E-05	0	0	0	0
127783	environmental samples	no rank	0	0	14	5.54E-04	0	0	1	3.96E-05
124608	uncultured bacterium GKS2-218	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1142087	Marinobacter sp. MH5	species	1	3.96E-05	1	3.96E-05	0	0	0	0
2159	Methanobacteriaceae	family	0	0	16	6.34E-04	0	0	0	0
711618	gamma proteobacterium 2.1.3_S	species	1	3.96E-05	1	3.96E-05	0	0	0	0
255726	Acidimicrobineae	suborder	0	0	3	1.19E-04	0	0	0	0
156651	Saprospira sp. SS92-11	species	1	3.96E-05	1	3.96E-05	0	0	0	0
655120	Delftia sp. RF-93	species	2	7.92E-05	2	7.92E-05	0	0	0	0
936002	Rhodococcus sp. BND88	species	70	0.002771945	70	0.002771945	0	0	0	0
162155	uncultured Treponema sp.	species	2	7.92E-05	2	7.92E-05	0	0	0	0
450803	Oceaniserpentilla	genus	0	0	1	3.96E-05	0	0	0	0
2053	Gordonia	genus	0	0	39	0.001544369	19	7.52E-04	19	7.52E-04
693224	Gloeocapsopsis crepidinum BDU 20372	no rank	2	7.92E-05	2	7.92E-05	0	0	0	0
33807	unclassified Alphaproteobacteria (miscellaneous)	no rank	0	0	27	0.001069179	0	0	0	0
2743	Marinobacter hydrocarbonoclasticus	species	2	7.92E-05	3	1.19E-04	0	0	0	0
128780	Stenotrophomonas acidaminiphila	species	1	3.96E-05	1	3.96E-05	0	0	0	0
35830	Acetivibrio cellulolyticus	species	1	3.96E-05	1	3.96E-05	0	0	0	0
869875	Pseudomonas sp. S29(2010)	species	6	2.38E-04	6	2.38E-04	0	0	0	0
398	Rhizobium tropici	species	0	0	0	0	1	3.96E-05	1	3.96E-05
47926	environmental samples	no rank	0	0	361	0.014295314	0	0	5	1.98E-04
637607	Chroococcidiopsis sp. MMG-6	species	1	3.96E-05	1	3.96E-05	0	0	0	0
266983	Rhodococcus sp. RG-14	species	1	3.96E-05	1	3.96E-05	0	0	0	0
213468	Syntrophaceae	family	0	0	2	7.92E-05	0	0	0	0
305213	Kineosporiaceae bacterium Ellin7183	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1165656	Dermacoccus sp. SI2	species	1	3.96E-05	1	3.96E-05	0	0	0	0
655781	Pseudomonas sp. RARE-35/09	species	3	1.19E-04	3	1.19E-04	0	0	0	0
544447	unclassified Erysipelotrichaceae (miscellaneous)	no rank	0	0	5	1.98E-04	0	0	0	0
446860	Kocuria flava	species	1	3.96E-05	1	3.96E-05	0	0	0	0
452331	uncultured Stenotrophomonas bacterium	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1189328	Brevibacterium sp. Tc3-6	species	1	3.96E-05	1	3.96E-05	0	0	0	0
992313	Pseudomonas sp. KB68	species	1	3.96E-05	1	3.96E-05	0	0	0	0
712624	Streptococcus sp. oral taxon 064	species	1	3.96E-05	1	3.96E-05	0	0	0	0
2056	Sphaerobacter	genus	0	0	19	7.52E-04	0	0	0	0
1151503	Lautropia sp. canine oral taxon 175	species	3	1.19E-04	3	1.19E-04	0	0	0	0
221168	environmental samples	no rank	0	0	3	1.19E-04	0	0	0	0
654339	Gordonia sp. C-32	species	3	1.19E-04	3	1.19E-04	0	0	0	0
1121	Aphanothece	genus	0	0	10	3.96E-04	0	0	0	0
178440	Opitutus	genus	0	0	6	2.38E-04	0	0	0	0
1200457	Stenotrophomonas sp. SOZ3-5122	species	2	7.92E-05	2	7.92E-05	0	0	0	0
411917	uncultured Planctomycetia bacterium	species	4	1.58E-04	4	1.58E-04	0	0	0	0
309487	Pseudomonas sp. DVS13A	species	2	7.92E-05	2	7.92E-05	0	0	0	0
248082	uncultured Leptothrix sp.	species	26	0.001029579	26	0.001029579	0	0	0	0
75687	Neptunomonas	genus	0	0	1	3.96E-05	0	0	0	0
196821	unclassified Pseudomonas	no rank	0	0	1	3.96E-05	0	0	0	0
468	Moraxellaceae	family	0	0	100	0.003959921	2	7.92E-05	27	0.001069179
45359	unclassified pseudomonads	no rank	0	0	41	0.001623568	0	0	0	0
1218972	Bacillus sp. UAsDu48	species	1	3.96E-05	1	3.96E-05	0	0	0	0
259313	uncultured Conexibacter sp.	species	12	4.75E-04	12	4.75E-04	0	0	0	0
146	Spirochaeta	genus	0	0	13	5.15E-04	0	0	0	0
162291	Planomicrobium	genus	0	0	1	3.96E-05	1	3.96E-05	1	3.96E-05
2035	Curtobacterium flaccumfaciens	species	1	3.96E-05	1	3.96E-05	0	0	0	0
88138	Modestobacter	genus	0	0	6	2.38E-04	4	1.58E-04	4	1.58E-04
1118439	Pseudomonas sp. Cantas10	species	6	2.38E-04	6	2.38E-04	0	0	0	0
906	Megasphaera	genus	0	0	4	1.58E-04	0	0	0	0
1188788	Pseudomonas sp. NBM11	species	6	2.38E-04	6	2.38E-04	0	0	0	0
113107	Streptococcus australis	species	2	7.92E-05	2	7.92E-05	1	3.96E-05	1	3.96E-05
37914	Dietzia	genus	0	0	69	0.002732345	34	0.001346373	34	0.001346373
1072678	environmental samples	no rank	0	0	1	3.96E-05	0	0	0	0
224471	Burkholderiales Genera incertae sedis	no rank	0	0	113	0.004474711	0	0	0	0
1035319	Agromyces sp. 44AGV	species	1	3.96E-05	1	3.96E-05	0	0	0	0
765194	Roseomonas sp. UAPS01001	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1138541	Pseudomonas sp. 10-2-F	species	2	7.92E-05	2	7.92E-05	0	0	0	0
331878	alpha proteobacterium BAL239	species	1	3.96E-05	1	3.96E-05	0	0	0	0
83766	Propionivibrio	genus	0	0	2	7.92E-05	0	0	0	0
886302	Kocuria sp. rsk4	species	5	1.98E-04	5	1.98E-04	0	0	0	0
572950	Gallionella sp. enrichment culture clone MWE_C13	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1156393	Pseudomonas sp. B11	species	1	3.96E-05	1	3.96E-05	0	0	0	0
211456	environmental samples	no rank	0	0	2	7.92E-05	0	0	0	0
186054	environmental samples	no rank	0	0	1	3.96E-05	0	0	0	0
1133519	Acetobacteraceae bacterium MS302e	species	8	3.17E-04	8	3.17E-04	0	0	0	0
909932	Negativicutes	class	0	0	475	0.018809624	0	0	17	6.73E-04
1097494	Nostoc sp. LCRSM-3	species	1	3.96E-05	1	3.96E-05	0	0	0	0
233793	environmental samples	no rank	0	0	3	1.19E-04	0	0	0	0
543032	environmental samples	no rank	0	0	1	3.96E-05	0	0	0	0
45401	Hyphomicrobiaceae	family	0	0	25	9.90E-04	0	0	1	3.96E-05
387988	uncultured Dokdonella sp.	species	1	3.96E-05	1	3.96E-05	1	3.96E-05	1	3.96E-05
165437	uncultured Comamonadaceae bacterium	species	10	3.96E-04	10	3.96E-04	0	0	0	0
1088386	Nocardioides sp. PFW-1	species	8	3.17E-04	8	3.17E-04	0	0	0	0
568676	Spirosoma sp. II_Gauze_A_2_12	species	2	7.92E-05	2	7.92E-05	0	0	0	0
52604	Pleurocapsales	order	0	0	46	0.001821564	0	0	0	0
48504	environmental samples	no rank	0	0	4354	0.172414954	44	0.001742365	1470	0.058210836
1234	Nitrospira	genus	0	0	1	3.96E-05	0	0	0	0
53406	Pseudomonas anguilliseptica	species	2	7.92E-05	2	7.92E-05	0	0	0	0
80864	Comamonadaceae	family	0	0	83	0.003286734	3	1.19E-04	7	2.77E-04
217063	Oleomonas	genus	0	0	4	1.58E-04	0	0	0	0
84633	Kineosporia rhizophila	species	0	0	5	1.98E-04	0	0	0	0
136100	Knoellia sinensis	species	2	7.92E-05	2	7.92E-05	0	0	0	0
1151603	unclassified Acholeplasmatales	no rank	0	0	1	3.96E-05	0	0	0	0
47928	environmental samples	no rank	0	0	1027	0.040668387	0	0	4	1.58E-04
499712	Rhizobium sp. PhR6A	species	1	3.96E-05	1	3.96E-05	0	0	0	0
417375	Rhodococcus boritolerans	species	1	3.96E-05	1	3.96E-05	0	0	0	0
328009	uncultured Finegoldia sp.	species	2	7.92E-05	2	7.92E-05	0	0	0	0
668982	Demetria sp. MU2A-39	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1774	Mycobacterium chelonae	species	3	1.19E-04	3	1.19E-04	0	0	0	0
1402	Bacillus licheniformis	species	1	3.96E-05	1	3.96E-05	0	0	0	0
127750	environmental samples	no rank	0	0	5	1.98E-04	0	0	0	0
114712	uncultured Azospirillum sp.	species	2	7.92E-05	2	7.92E-05	0	0	0	0
48505	environmental samples	no rank	0	0	1	3.96E-05	0	0	0	0
141277	uncultured sheep mite bacterium Llangefni 35	species	0	0	0	0	1	3.96E-05	1	3.96E-05
1082	Phaeospirillum fulvum	species	4	1.58E-04	4	1.58E-04	0	0	0	0
1865	Actinoplanes	genus	0	0	3	1.19E-04	0	0	0	0
239737	uncultured Beijerinckiaceae bacterium	species	1	3.96E-05	1	3.96E-05	0	0	0	0
337808	uncultured Flectobacillus sp.	species	2	7.92E-05	2	7.92E-05	0	0	0	0
851	Fusobacterium nucleatum	species	1	3.96E-05	8	3.17E-04	0	0	0	0
1084523	Hymenobacter sp. GYR3077	species	1	3.96E-05	1	3.96E-05	0	0	0	0
407	Methylobacterium	genus	0	0	376	0.014889302	118	0.004672707	122	0.004831103
269675	uncultured Oceanospirillum sp.	species	4	1.58E-04	4	1.58E-04	0	0	0	0
459831	environmental samples	no rank	0	0	1	3.96E-05	0	0	1	3.96E-05
563798	Cyclobacteriaceae	family	0	0	1	3.96E-05	0	0	0	0
204433	Acidobacteriales	order	0	0	38	0.00150477	0	0	0	0
654521	Kocuria sp. BBT04	species	23	9.11E-04	23	9.11E-04	0	0	0	0
701135	Streptococcus sp. oral clone 11-6	species	24	9.50E-04	24	9.50E-04	0	0	0	0
526525	Erysipelotrichales	order	0	0	15	5.94E-04	0	0	0	0
259948	environmental samples	no rank	0	0	2	7.92E-05	0	0	0	0
887616	Enterobacter sp. enrichment culture clone HSL42	species	1	3.96E-05	1	3.96E-05	0	0	0	0
225057	Acidithiobacillales	order	0	0	5	1.98E-04	0	0	1	3.96E-05
555088	Dethiobacter alkaliphilus AHT 1	no rank	3	1.19E-04	3	1.19E-04	0	0	0	0
1049619	Bradyrhizobium sp. YM-Lg-5-3	species	2	7.92E-05	2	7.92E-05	0	0	0	0
1307456	Kineosporia rhizophila JCM 9960	no rank	5	1.98E-04	5	1.98E-04	0	0	0	0
1135961	Desulfonatronovibrio sp. SDT2S29	species	1	3.96E-05	1	3.96E-05	0	0	0	0
173971	uncultured Halomonas sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
654510	Arthrobacter sp. BBT77	species	1	3.96E-05	1	3.96E-05	0	0	0	0
35750	Sporichthya	genus	0	0	3	1.19E-04	0	0	0	0
72276	Ectothiorhodospiraceae	family	0	0	20	7.92E-04	0	0	0	0
754483	uncultured Holophagae bacterium	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1147963	cyanobacterium enrichment culture clone 5_4_5.2.7_E10-T7	species	6	2.38E-04	6	2.38E-04	0	0	0	0
51366	Salinivibrio	genus	0	0	1	3.96E-05	0	0	0	0
59620	uncultured Clostridium sp.	species	51	0.00201956	51	0.00201956	0	0	0	0
1191689	Alkalibacillus sp. 20-13	species	1	3.96E-05	1	3.96E-05	0	0	0	0
134621	Verrucomicrobia subdivision 3	family	0	0	1	3.96E-05	0	0	0	0
634481	Pseudomonas sp. enrichment culture clone D_8m3	species	4	1.58E-04	4	1.58E-04	0	0	0	0
165438	uncultured Stenotrophomonas sp.	species	10	3.96E-04	10	3.96E-04	0	0	0	0
186827	Aerococcaceae	family	0	0	9	3.56E-04	0	0	3	1.19E-04
462200	uncultured Knoellia sp.	species	12	4.75E-04	12	4.75E-04	0	0	0	0
257461	environmental samples	no rank	0	0	2	7.92E-05	0	0	0	0
658160	uncultured Pseudophormidium sp.	species	2	7.92E-05	2	7.92E-05	0	0	0	0
1408	Bacillus pumilus	species	4	1.58E-04	4	1.58E-04	1	3.96E-05	1	3.96E-05
263768	environmental samples	no rank	0	0	2	7.92E-05	0	0	0	0
575417	environmental samples	no rank	0	0	25	9.90E-04	0	0	0	0
1003181	Candidatus Thiomargarita nelsonii	species	1	3.96E-05	1	3.96E-05	0	0	0	0
978	Cytophaga	genus	0	0	2	7.92E-05	0	0	0	0
137732	Granulicatella elegans	species	3	1.19E-04	3	1.19E-04	0	0	0	0
316079	environmental samples	no rank	0	0	7	2.77E-04	0	0	0	0
450367	[Brevibacterium] frigoritolerans	species	1	3.96E-05	1	3.96E-05	0	0	0	0
570517	gamma proteobacterium 00YJ5	species	1	3.96E-05	1	3.96E-05	0	0	0	0
683409	uncultured Dethiobacter sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
320599	Solirubrobacteraceae	family	0	0	21	8.32E-04	0	0	0	0
67799	Thermodesulfobacteria	class	0	0	1	3.96E-05	0	0	0	0
33882	Microbacterium	genus	0	0	42	0.001663167	0	0	0	0
134349	hydrogen production community clone HPB-G1-8	species	1	3.96E-05	1	3.96E-05	0	0	0	0
471203	Pseudomonas sp. R-35718	species	1	3.96E-05	1	3.96E-05	0	0	0	0
988	Leeuwenhoekiella marinoflava	species	1	3.96E-05	1	3.96E-05	0	0	0	0
211430	uncultured Sporichthya sp.	species	2	7.92E-05	2	7.92E-05	0	0	0	0
541000	Ruminococcaceae	family	0	0	15	5.94E-04	0	0	0	0
2049	Actinomycetaceae	family	0	0	45	0.001781964	0	0	16	6.34E-04
84025	Clostridium haemolyticum	species	1	3.96E-05	1	3.96E-05	0	0	0	0
732141	Anabaena sedovii ACCS 058	no rank	2	7.92E-05	2	7.92E-05	0	0	0	0
259950	environmental samples	no rank	0	0	18	7.13E-04	0	0	0	0
142182	Gemmatimonadetes	phylum	0	0	75	0.002969941	2	7.92E-05	4	1.58E-04
237778	uncultured Neisseria sp.	species	6	2.38E-04	6	2.38E-04	0	0	0	0
1169903	Bradyrhizobium sp. PeniS4C4	species	1	3.96E-05	1	3.96E-05	0	0	0	0
263769	uncultured Moraxella sp.	species	2	7.92E-05	2	7.92E-05	0	0	0	0
296051	Terrimonas	genus	0	0	1	3.96E-05	0	0	0	0
301297	Dehalococcoidia	class	0	0	1	3.96E-05	0	0	0	0
190	Aquaspirillum serpens	species	1	3.96E-05	1	3.96E-05	0	0	0	0
68295	Thermoanaerobacterales	order	0	0	5	1.98E-04	0	0	0	0
1173082	Devosia submarina	species	1	3.96E-05	1	3.96E-05	0	0	0	0
60548	Burkholderia graminis	species	1	3.96E-05	1	3.96E-05	0	0	0	0
693223	Gloeocapsopsis crepidinum	species	0	0	2	7.92E-05	0	0	0	0
85002	Sphaerobacteraceae	family	0	0	22	8.71E-04	0	0	1	3.96E-05
259321	environmental samples	no rank	0	0	2	7.92E-05	0	0	0	0
939695	gamma proteobacterium SCGC AAA300-B05	species	3	1.19E-04	3	1.19E-04	0	0	0	0
838	Prevotella	genus	0	0	43	0.001702766	23	9.11E-04	23	9.11E-04
936593	Lachnospiraceae bacterium ICM62	species	3	1.19E-04	3	1.19E-04	0	0	0	0
82115	Rhizobiaceae	family	0	0	275	0.010889782	48	0.001900762	62	0.002455151
945779	Synechococcus nidulans LEGE 07171	no rank	1	3.96E-05	1	3.96E-05	0	0	0	0
1072679	uncultured Hansschlegelia sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
68359	environmental samples	no rank	0	0	6	2.38E-04	0	0	0	0
165435	uncultured Flavobacterium sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
83426	environmental samples	no rank	0	0	2431	0.096265676	2	7.92E-05	24	9.50E-04
447543	Pseudomonas sp. oral clone 4RH-18	species	2	7.92E-05	2	7.92E-05	0	0	0	0
84994	Acidimicrobiaceae	family	0	0	1	3.96E-05	0	0	0	0
1224629	Microcystis ramosa	species	0	0	1	3.96E-05	0	0	0	0
69541	Desulfuromonadales	order	0	0	28	0.001108778	0	0	0	0
1151604	Acholeplasmatales bacterium canine oral taxon 172	species	1	3.96E-05	1	3.96E-05	0	0	0	0
259957	uncultured Chroococcidiopsis sp.	species	12	4.75E-04	12	4.75E-04	0	0	0	0
211442	uncultured Caulobacteraceae bacterium	species	42	0.001663167	42	0.001663167	0	0	0	0
289361	uncultured Marinobacterium sp.	species	2	7.92E-05	2	7.92E-05	0	0	0	0
81943	Methylocella palustris	species	1	3.96E-05	1	3.96E-05	0	0	0	0
590937	Rhodococcus sp. A30	species	2	7.92E-05	2	7.92E-05	0	0	0	0
1298	Deinococcus	genus	0	0	50	0.00197996	16	6.34E-04	17	6.73E-04
581187	uncultured Corynebacterineae bacterium	species	1	3.96E-05	1	3.96E-05	0	0	0	0
349	Zoogloea	genus	0	0	3	1.19E-04	0	0	0	0
76759	Pseudomonas monteilii	species	3	1.19E-04	3	1.19E-04	0	0	0	0
312306	Pseudomonas entomophila	species	4	1.58E-04	4	1.58E-04	0	0	0	0
520307	uncultured Azonexus sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
53363	Brevibacterium mcbrellneri	species	0	0	1	3.96E-05	0	0	0	0
1048210	Sphingomonas sp. Mn106Worker1wash	species	1	3.96E-05	1	3.96E-05	0	0	0	0
117563	Granulicatella	genus	0	0	5	1.98E-04	3	1.19E-04	3	1.19E-04
383614	Brasilonema	genus	0	0	25	9.90E-04	0	0	0	0
870428	Pseudomonas sp. ICB370	species	1	3.96E-05	1	3.96E-05	0	0	0	0
181008	uncultured Methylocystaceae bacterium	species	1	3.96E-05	1	3.96E-05	0	0	0	0
269674	environmental samples	no rank	0	0	4	1.58E-04	0	0	0	0
41431	Cyanothece sp. PCC 8801	species	1	3.96E-05	1	3.96E-05	0	0	0	0
577600	uncultured Petrotoga sp.	species	9	3.56E-04	9	3.56E-04	0	0	0	0
